contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
president/cand0,490,490,0,true,490,32e63d9578e4ef4924683bab0c482106fb1cb035c3ecf44d147d70cc9a5b842c,0026b885a9cca950f2c74135a0be99085eb942a59defd1773a00ecb729ce0b05,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
president/cand1,180,180,0,true,180,103bcff8c6ec3ffe8d2dc5ee573ae36ac4e919fb8fa20f8adf3f73de9d81a407,8ed399a94c3ee7c1d6ab664a896d8a9a8954d34120cb152a0f5f4f409d12c658,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
president/cand2,170,170,0,true,170,d27e86a3fef5fc796e0c83aad1a9735d32590b980133ca68e7184fe74923f803,4e0fb5fde6637fd9b5f58ed396a90741ea5b1a59722dd6c896408b754ddc9a3c,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
president/cand3,160,160,0,true,160,124f288e9cde61e6b965a69040d7c60405d94d494a0c5a35d65526cb980d9c01,5435f48c2dd3d562a9b95d100bbcd77775aff54ffc326022948332520a1dc23e,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
vice-president/cand0,485,485,0,true,485,48517235507c48cdf95523001ffae318e7bf417d7b9fa63e860541ae644b8408,30362cae112569da00c5c9fc50cee39966e598797a2bd96dcb22316e1e76be70,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
vice-president/cand1,186,186,0,true,186,0a0781a73bb33b7e92746b0526ad67c322949c15c5bcaedb00a053301cce0511,2a8921fc3d12834ade61090ef65e4aa9d5d04a02a70203e0f051c2ee0add3918,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
vice-president/cand2,172,172,0,true,172,3ca5fd0796c9ca60e486c53650239b521b0d8c8421893e8c467e240a3c089e6d,caeb74ff930b7880bbff430b302cbd263a18f69f20d82420fec0ccc4ee16c67f,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
vice-president/cand3,157,157,0,true,157,e8060fb2062748a78d93482e02081d4d0142f20e60dd93dadf854a14ab2a4870,b2a800c3ec505c6c2c5529e41e51fb4b9cf226cc62c31e538dd793ed1645fa0c,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
senator/cand0,480,480,0,true,480,8235ea86588938be8e1f9ac2251b0e6c8e6cd25d4e8f0bcfd6220d663f6fc33f,da3a1d3caca4341048041578756a90d9207c421bf0bac6ce2156a10e590e6024,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
senator/cand1,193,193,0,true,193,e2ead509ecf513e8eef93b4069eef84ff0a96e360eb3be3fa607530506f1b959,98f77b94a15bf2489fb173b5078cee1b5e7bdfe69ba5cbc90412e629d528d15b,bb73d385b546a5b20a62c04897961a98dc03c6e4a56e0f81a454bf6ac9d2eaac,52f6d6a2bc940b6bab178d9dba92900301cf8e2bfc2459687e9498d0b6dad42c,877ff247c0d730a06274879fc61f4f5825414cbb3b4bc5144f830fcf4f6d1e52,local,true
