run_id,mode,voters,positions,candidates,profile,gen_wall_ms,gen_cpu_ms,proof_gen_cpu_ms,proof_verify_inproc_ms,aggregate_inproc_ms,combine_inproc_ms,decrypt_inproc_ms,submit_window_ms,committed,dropped,committed_tps,driver_ceiling_tps,latency_min_ms,latency_p50_ms,latency_mean_ms,latency_p95_ms,latency_p99_ms,latency_stddev_ms,peak_cpu_pct_peer,peak_cpu_pct_orderer,peak_cpu_pct_client,peak_mem_mb_peer,peak_mem_mb_orderer,peak_mem_mb_client,ledger_bytes_delta,sustained,scaling_limit,failed,fail_reason
sp-50k-b50-20260911-185319-5,onchain,50000,1,4,realistic,9295,128297,71567,75286,71,0,4,52529,50000,0,951.843,911.691,59.519,140.398,133.547,179.530,232.822,32.431,406.150,90.080,83.692,355.200,2568.192,50.211,,true,inconclusive,false,
