contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
president/cand0,24500,24500,0,true,24500,92a32f162d78736a5c0a26d401b869b748d84108aba6e5bc0a6f0365637d444c,485239061a872012895a5e8c66de3289baea136566f9d900c45bb955fab13f60,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
president/cand1,9000,9000,0,true,9000,94778c5ade051c2adf49ad73a144cc853319653eef4bca19d1f6403c4cce9e07,bc4456c850f63aac40fa1b766099e10fcb90adeeb930fdc6db26035f05ca3924,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
president/cand2,8500,8500,0,true,8500,92c409575e0d93e2df2ccf9cfd11ef1459de4983ff8a73e4e6db65997b21812c,b663be51f9c0151f3ac67e222e26e0a3f9c3c90aea6eb4a3b12326528663fd66,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
president/cand3,8000,8000,0,true,8000,f859041ccf0441bb08e83a9614d38b1ec08460308004f7c81617055754792d0d,62eafcd9d54ecfa37fe80585efd443cefdfb23af3d24932e5cb04a1d52578023,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
vice-president/cand0,24250,24250,0,true,24250,c496053edad7af0aedaa1e48d0257703e90b83df14c220c7c0180ce396d3835c,f221191bd7dd9c3e448378ee9890f56f5ddcd4442e07092b0bfb761fef07ed18,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
vice-president/cand1,9333,9333,0,true,9333,ead8ebf81d7486531a35e5c67c9eb956640d9578cf7eb3614f5f06d00fc15822,b434255d7597442f864e234a3601ec26ed739cdd5120b9fc71e174fe15d64353,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
vice-president/cand2,8584,8584,0,true,8584,845e2504bfa01fc2a7060db81fbf0201d89a1f6fa822e0cb7b3a79a6e512996c,466518c03d77df0ca8bb0c7e0891bb780821a878facfb5b3e74bcd0831ac4e68,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
vice-president/cand3,7833,7833,0,true,7833,a084307ab44a569b76dcc989ce5c9021c0225e32c3762d3aec57e963c024cb33,809eee9f07ec7b9c0236c32ce107c3d8ef953afe1a7c3e77f744481b87817058,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
senator/cand0,24000,24000,0,true,24000,726b4a24c31734179a296a973dcdadff11dbf14fdfccdea6008c090fb6672440,f6fe5515c0c696180e62d344df548bd43cebc6a3fac2aeaadceb0437c069293a,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
senator/cand1,9667,9667,0,true,9667,641a952a16566a705c87ea48a48e8b27ade1ade60631b70ba7e8787c216f632d,e4ebda7ed207266031eacebdc8d35246e090a19a4d9d2da8156bf8b87eede475,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
senator/cand2,8666,8666,0,true,8666,72a639d65dd1b35d1d632873484a59fcdb20fbe2d5a804b4d2ee0550446ca130,2c65df59bf43c941fec5414da240f7f3f451acbe7f308446ee50c81020a56c12,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
senator/cand3,7667,7667,0,true,7667,8862a3b71a111cf1ea32d22cfc7425f645d0b3992433cae6ba751b3a52c0df4d,96a8d9845216509938357123a43e736c29c5e2c1bca652f6e078fd685ae4e535,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,5c0c891b20b03b3fd3f06b3c39434727f634710f9cc9a0c2d615ae3e8b56d523,local,true
president/cand0,24500,24500,0,true,24500,92a32f162d78736a5c0a26d401b869b748d84108aba6e5bc0a6f0365637d444c,485239061a872012895a5e8c66de3289baea136566f9d900c45bb955fab13f60,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
president/cand1,9000,9000,0,true,9000,94778c5ade051c2adf49ad73a144cc853319653eef4bca19d1f6403c4cce9e07,bc4456c850f63aac40fa1b766099e10fcb90adeeb930fdc6db26035f05ca3924,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
president/cand2,8500,8500,0,true,8500,92c409575e0d93e2df2ccf9cfd11ef1459de4983ff8a73e4e6db65997b21812c,b663be51f9c0151f3ac67e222e26e0a3f9c3c90aea6eb4a3b12326528663fd66,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
president/cand3,8000,8000,0,true,8000,f859041ccf0441bb08e83a9614d38b1ec08460308004f7c81617055754792d0d,62eafcd9d54ecfa37fe80585efd443cefdfb23af3d24932e5cb04a1d52578023,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
vice-president/cand0,24250,24250,0,true,24250,c496053edad7af0aedaa1e48d0257703e90b83df14c220c7c0180ce396d3835c,f221191bd7dd9c3e448378ee9890f56f5ddcd4442e07092b0bfb761fef07ed18,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
vice-president/cand1,9333,9333,0,true,9333,ead8ebf81d7486531a35e5c67c9eb956640d9578cf7eb3614f5f06d00fc15822,b434255d7597442f864e234a3601ec26ed739cdd5120b9fc71e174fe15d64353,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
vice-president/cand2,8584,8584,0,true,8584,845e2504bfa01fc2a7060db81fbf0201d89a1f6fa822e0cb7b3a79a6e512996c,466518c03d77df0ca8bb0c7e0891bb780821a878facfb5b3e74bcd0831ac4e68,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
vice-president/cand3,7833,7833,0,true,7833,a084307ab44a569b76dcc989ce5c9021c0225e32c3762d3aec57e963c024cb33,809eee9f07ec7b9c0236c32ce107c3d8ef953afe1a7c3e77f744481b87817058,dbe97db21e08d9c2c4ca4e7accf7bb773fa5ba282de265882695a0f20010cd2d,1e59747e413079fde9ad451ef5aa5c39b1332b08c424ce649673bb5f9d1ec649,9aa3f47d7c9c7f3f8645eff698b928d164786b185d04bde0c3dfe06b404ac307,ledger,true
