label,window_start,window_end,blocks,ballots,avg_per_block,max_per_block,gaps_ge_3s,max_gap_s,slow_fsync_count,slow_fsync_seconds,org1_commit_p50_ms,org1_commit_max_ms,org2_commit_p50_ms,org2_commit_max_ms
p2-sp-10k-c128,2026-09-11T11:54:10Z,2026-09-11T11:54:41Z,200,10000,50.0,50,0,1,0,0.000,34.0,70.0,25.0,54.0
p2-sp-10k-c192,2026-09-11T11:56:59Z,2026-09-11T11:57:31Z,200,10000,50.0,50,0,1,0,0.000,44.0,92.0,27.0,59.0
p2-sp-10k-c256,2026-09-11T17:20:32Z,2026-09-11T17:21:04Z,200,10000,50.0,50,0,1,0,0.000,47.0,89.0,30.0,81.0
p2-sp-10k-c384,2026-09-11T17:23:18Z,2026-09-11T17:23:48Z,200,10000,50.0,50,0,1,0,0.000,39.0,96.0,24.0,41.0
