run_id,mode,voters,positions,candidates,profile,gen_wall_ms,gen_cpu_ms,proof_gen_cpu_ms,proof_verify_inproc_ms,aggregate_inproc_ms,combine_inproc_ms,decrypt_inproc_ms,submit_window_ms,committed,dropped,committed_tps,driver_ceiling_tps,latency_min_ms,latency_p50_ms,latency_mean_ms,latency_p95_ms,latency_p99_ms,latency_stddev_ms,peak_cpu_pct_peer,peak_cpu_pct_orderer,peak_cpu_pct_client,peak_mem_mb_peer,peak_mem_mb_orderer,peak_mem_mb_client,ledger_bytes_delta,sustained,scaling_limit,failed,fail_reason,verify_threads
sp-10k-par-20260911-233349-4,onchain,10000,1,4,realistic,1848,25470,14458,1552,14,0,3,10199,10000,0,980.426,917.453,62.305,139.516,130.020,165.855,243.953,30.417,345.100,90.530,88.752,225.100,495.800,46.461,,true,inconclusive,false,,16
