contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
president/cand0,24500,24500,0,true,24500,92a32f162d78736a5c0a26d401b869b748d84108aba6e5bc0a6f0365637d444c,3c4c06e1b3e91e201394ac70001c55c357f15c6b1bcaa38068b2ed6cbca4cb25,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,64e1e28c3c8e30f9ddc8f3369f53dc70a5eb33e9685c3181c7eda372be1e3512,local,true
president/cand1,9000,9000,0,true,9000,94778c5ade051c2adf49ad73a144cc853319653eef4bca19d1f6403c4cce9e07,9ed99da150e511c82154c1e1157e9ba3f7041b649753463d1c3e2b14090c8036,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,64e1e28c3c8e30f9ddc8f3369f53dc70a5eb33e9685c3181c7eda372be1e3512,local,true
president/cand2,8500,8500,0,true,8500,92c409575e0d93e2df2ccf9cfd11ef1459de4983ff8a73e4e6db65997b21812c,ba640a2d13bb09ff2d2e554608bae2129bd10c7a9fd1f43d126cce6e2a84b35a,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,64e1e28c3c8e30f9ddc8f3369f53dc70a5eb33e9685c3181c7eda372be1e3512,local,true
president/cand3,8000,8000,0,true,8000,f859041ccf0441bb08e83a9614d38b1ec08460308004f7c81617055754792d0d,0ac3b438e30469e70aca29ba6349babed63ab980a1eda5a42c6739af9a96394b,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,64e1e28c3c8e30f9ddc8f3369f53dc70a5eb33e9685c3181c7eda372be1e3512,local,true
president/cand0,24500,24500,0,true,24500,92a32f162d78736a5c0a26d401b869b748d84108aba6e5bc0a6f0365637d444c,3c4c06e1b3e91e201394ac70001c55c357f15c6b1bcaa38068b2ed6cbca4cb25,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,3682f56c1f72c65ec77f62165a088bfc0ab2ecf1cc12972f49f595d0f3fe7d7d,ledger,true
president/cand1,9000,9000,0,true,9000,94778c5ade051c2adf49ad73a144cc853319653eef4bca19d1f6403c4cce9e07,9ed99da150e511c82154c1e1157e9ba3f7041b649753463d1c3e2b14090c8036,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,3682f56c1f72c65ec77f62165a088bfc0ab2ecf1cc12972f49f595d0f3fe7d7d,ledger,true
president/cand2,8500,8500,0,true,8500,92c409575e0d93e2df2ccf9cfd11ef1459de4983ff8a73e4e6db65997b21812c,ba640a2d13bb09ff2d2e554608bae2129bd10c7a9fd1f43d126cce6e2a84b35a,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,3682f56c1f72c65ec77f62165a088bfc0ab2ecf1cc12972f49f595d0f3fe7d7d,ledger,true
president/cand3,8000,8000,0,true,8000,f859041ccf0441bb08e83a9614d38b1ec08460308004f7c81617055754792d0d,0ac3b438e30469e70aca29ba6349babed63ab980a1eda5a42c6739af9a96394b,abfd77b67e62ed351be7ba9ccd355c83b35c98c5b95af9e7071a1e73c7d9bb3b,6526115fe80cf7860b0271dcfcf8a3a8752cce44f24714a30a07890baa5e3d8b,3682f56c1f72c65ec77f62165a088bfc0ab2ecf1cc12972f49f595d0f3fe7d7d,ledger,true
