contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
president/cand0,4900,4900,0,true,4900,f6876c2bb5343649b058b60620e2f3167cb821c200873e3f449bea45d8aaca4b,b2ab2786fce45c522791e27b07410d967e9f8721316aff24912786c9d6453258,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,71dc25df87512ee9addd68d7c827f4d709fd61e6021e6aaf251df12fde2a834d,local,true
president/cand1,1800,1800,0,true,1800,e0bed364944c8a2b650fbb270c0ba92072df4634a9ea42c6945fae74caf3cf7c,d8ba9e31711c296eddc21ac8417574847a95ccd578f1f245259f10643bf0a879,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,71dc25df87512ee9addd68d7c827f4d709fd61e6021e6aaf251df12fde2a834d,local,true
president/cand2,1700,1700,0,true,1700,4ed41127a57e64af2d5ce3c6c0bec59927cee256513cec91395a5d16096dd634,20fa9f9ab006b62795fe4c3c8c1af01b243050a92a16b216ce6384017f455364,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,71dc25df87512ee9addd68d7c827f4d709fd61e6021e6aaf251df12fde2a834d,local,true
president/cand3,1600,1600,0,true,1600,cea40b6392a4596d2992fcd2ab9d14be9146283bf9048a81a9f3db7c3231024e,867a83954eeac5a984b225c6f714d59656faa64d5202ed1fe43e91a06275c06a,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,71dc25df87512ee9addd68d7c827f4d709fd61e6021e6aaf251df12fde2a834d,local,true
president/cand0,4900,4900,0,true,4900,f6876c2bb5343649b058b60620e2f3167cb821c200873e3f449bea45d8aaca4b,b2ab2786fce45c522791e27b07410d967e9f8721316aff24912786c9d6453258,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,1e5b7f877f2d580da8fca69c1230707ed78dbf5d9dd8123fd8bd029671250b0a,ledger,true
president/cand1,1800,1800,0,true,1800,e0bed364944c8a2b650fbb270c0ba92072df4634a9ea42c6945fae74caf3cf7c,d8ba9e31711c296eddc21ac8417574847a95ccd578f1f245259f10643bf0a879,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,1e5b7f877f2d580da8fca69c1230707ed78dbf5d9dd8123fd8bd029671250b0a,ledger,true
president/cand2,1700,1700,0,true,1700,4ed41127a57e64af2d5ce3c6c0bec59927cee256513cec91395a5d16096dd634,20fa9f9ab006b62795fe4c3c8c1af01b243050a92a16b216ce6384017f455364,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,1e5b7f877f2d580da8fca69c1230707ed78dbf5d9dd8123fd8bd029671250b0a,ledger,true
president/cand3,1600,1600,0,true,1600,cea40b6392a4596d2992fcd2ab9d14be9146283bf9048a81a9f3db7c3231024e,867a83954eeac5a984b225c6f714d59656faa64d5202ed1fe43e91a06275c06a,1d9b4feb8281467c01874353a9622edbae146ebdbfe0e1e440ef62b81d8b6d66,de665d1df6171c65496f5f1b6412aa8b5a807531aee4fae4bb5644d801b537cd,1e5b7f877f2d580da8fca69c1230707ed78dbf5d9dd8123fd8bd029671250b0a,ledger,true
