contest,ground_truth,decoded,E,pass,published_tally,recovered_point,aggregate_ciphertext,dkg_sha256,tally_sha256,ballots_sha256,source,ledger_matches_local
president/cand0,490,490,0,true,490,32e63d9578e4ef4924683bab0c482106fb1cb035c3ecf44d147d70cc9a5b842c,bc53a4523315aa049eea8107e2f1d57eadfeba2e2ba5777c4c25340a5d0a613b,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
president/cand1,180,180,0,true,180,103bcff8c6ec3ffe8d2dc5ee573ae36ac4e919fb8fa20f8adf3f73de9d81a407,640b0c6da6ef1948daa7cea38e1a485399b1793f15e8d38650f77f4c646f865e,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
president/cand2,170,170,0,true,170,d27e86a3fef5fc796e0c83aad1a9735d32590b980133ca68e7184fe74923f803,c62f9dda6fc02a84c64ba0b372ee5298b960918e7bba042882385c3f232e7874,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
president/cand3,160,160,0,true,160,124f288e9cde61e6b965a69040d7c60405d94d494a0c5a35d65526cb980d9c01,965724fad0d7a761fcd586f0e4b1c299ba6f983d4d1a147c6d9979068013f13d,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
vice-president/cand0,485,485,0,true,485,48517235507c48cdf95523001ffae318e7bf417d7b9fa63e860541ae644b8408,c41327ccf12b81e0df893145cbfd7ab72b220eefd50957d6dd7c66a631245755,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
vice-president/cand1,186,186,0,true,186,0a0781a73bb33b7e92746b0526ad67c322949c15c5bcaedb00a053301cce0511,0a59a1a38c783227b081bc68f2e864478fc6c9dfa149637520dd5869bfc10f4f,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
vice-president/cand2,172,172,0,true,172,3ca5fd0796c9ca60e486c53650239b521b0d8c8421893e8c467e240a3c089e6d,66b31104de5f4ff01d8936d9b0370f8d53b9dcf4f64fda14680476ee898c035f,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
vice-president/cand3,157,157,0,true,157,e8060fb2062748a78d93482e02081d4d0142f20e60dd93dadf854a14ab2a4870,56098a43206c5ac76a0573d8460855e73295d1f63acc998619d376335615fa23,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
senator/cand0,480,480,0,true,480,8235ea86588938be8e1f9ac2251b0e6c8e6cd25d4e8f0bcfd6220d663f6fc33f,c0e8d22ab322527d0cc574eaad0abe66509ae1fe90d1c4127cccbff30085df75,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
senator/cand1,193,193,0,true,193,e2ead509ecf513e8eef93b4069eef84ff0a96e360eb3be3fa607530506f1b959,b050fcc1c2feaeb31f1bc82c983c9878bb7ef750b3dfd4477a1914f391d65727,f21abf0b23d8254026ceb60f5a741dadbedf201af75937db5ac85bb9a6f38686,3eaea21cbdd057fa475aaf4e6edcb74a8cf37fb2425e391947ebbf9a1bf0cc6e,c956ff9333f3aa2770d5b52d982d02e9b420dcea057e06879dbc88c4c5e3c85a,local,true
